timestamp_utc,cycle_id,station_id,station_name,aq_id,lat,lon,speed_kmh,free_flow_speed_kmh,current_travel_time_s,free_flow_travel_time_s,density_cars_per_km,cars_per_hour,congestion_percent,co2_kg_per_hour,pm25_ugm3,pm10_ugm3,no2_ugm3,o3_ugm3,co_ugm3,so2_ugm3,nh3_ugm3,air_index,waqi_aqi,temperature_c,feels_like_c,humidity_percent,pressure_hpa,wind_speed_ms,wind_deg,clouds_percent,visibility_m,weather_desc,population_exposure_index,dist_to_chp_km,heating_season,downwind_of_chp,traffic_source,air_source,weather_source
2026-08-12T09:01:24+00:00,20260812T090124Z,chp,CHP (TETs-2 area),2812561,43.29161,76.80437,26,34,1166,891,47.06,1223.5,23.5,146.8,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,35.44,33.54,20,1008,2.31,82,93,10000,overcast clouds,10.2,0.0,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,shamiyevast,Shamiyeva St.,2812649,43.28323,76.92753,37,55,1141,768,65.45,2421.8,32.7,290.6,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,35.58,33.7,20,1009,3,350,75,10000,broken clouds,10.71,10.02,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,almaty_ref,Almaty (reference),8876,43.25285,76.93118,22,34,2195,1420,70.59,1552.9,35.3,186.4,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,35.21,33.28,20,1009,3,350,75,10000,broken clouds,10.85,11.15,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,school169,169 School,2812691,43.29713,76.8611,29,43,1217,821,65.12,1888.4,32.6,226.6,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,35.63,33.76,20,1008,3,350,75,10000,broken clouds,10.7,4.64,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,school190,School 190,2812753,43.15476,76.8992,38,38,994,994,0.0,0.0,0.0,0.0,9.77,13.47,0.18,79.63,70.48,0.05,0.43,13.43,1,32.58,31.13,27,1010,1.18,23,100,10000,overcast clouds,10.75,17.07,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,ryskulova81,Ryskulova 81,2812749,43.27865,76.90347,43,55,611,477,43.64,1876.4,21.8,225.2,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,35.57,33.69,20,1009,3,350,75,10000,broken clouds,10.11,8.16,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,ritzpalace,Ritz Palace,2812716,43.22833,76.96028,27,32,1437,1213,31.25,843.8,15.6,101.2,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,34.32,32.3,20,1009,3,350,75,10000,broken clouds,9.77,14.47,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,mamyr3,Mamyr-3,2812717,43.21431,76.8555,45,67,1532,1029,65.67,2955.2,32.8,354.6,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,34.64,32.88,22,1009,1.23,79,100,10000,overcast clouds,10.71,9.55,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,nicolas,Nicolas,2812769,43.19365,76.90963,45,67,1532,1029,65.67,2955.2,32.8,354.6,9.77,13.47,0.18,79.63,70.48,0.05,0.43,13.43,1,33.93,32.31,24,1010,1.11,29,100,10000,overcast clouds,12.55,13.85,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,kbtu,KBTU,2812687,43.25348,76.94537,33,40,1676,1383,35.0,1155.0,17.5,138.6,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,35.1,33.16,20,1009,3,350,75,10000,broken clouds,9.87,12.19,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,respublika4,Respublika 4,2812784,43.2368,76.94481,28,37,2274,1720,48.65,1362.2,24.3,163.5,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,34.67,32.68,20,1008,3,350,75,10000,broken clouds,10.25,12.92,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,gimnaz152,Gimnaziya 152,2819078,43.30173,76.87217,29,43,1217,821,65.12,1888.4,32.6,226.6,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,35.65,33.78,20,1008,3,350,75,10000,broken clouds,10.7,5.61,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,asiafood,AsiaFood,2812809,43.24283,76.82872,41,41,24,24,0.0,0.0,0.0,0.0,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,35.34,33.7,22,1008,1.62,88,100,10000,overcast clouds,8.91,5.78,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,qapparov,Qapparov St.,3243331,43.21065,76.9465,45,67,1532,1029,65.67,2955.2,32.8,354.6,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,34.19,32.16,20,1010,3,350,75,10000,broken clouds,10.71,14.63,0,1,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,kokkainar,Kokkainar Micro,2812651,43.29076,76.84123,37,48,2143,1652,45.83,1695.8,22.9,203.5,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,35.62,33.75,20,1008,3,350,75,10000,broken clouds,10.17,2.99,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,alatau,Alatau (foothill),2812620,43.17658,76.89771,38,38,994,994,0.0,0.0,0.0,0.0,9.77,13.47,0.18,79.63,70.48,0.05,0.43,13.43,1,33.44,31.87,25,1010,1.01,37,100,10000,overcast clouds,10.75,14.88,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,school175,School 175,2812756,43.19957,76.85428,33,37,1144,1020,21.62,713.5,10.8,85.6,9.77,13.47,0.18,79.63,70.48,0.05,0.43,13.43,1,34.35,32.8,24,1009,1.02,71,100,10000,overcast clouds,11.34,11.02,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,school77,School 77,2812751,43.21846,76.94964,45,67,1532,1029,65.67,2955.2,32.8,354.6,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,34.15,32.12,20,1009,3,350,75,10000,broken clouds,10.71,14.32,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,school137,School 137,2812563,43.31676,76.91084,19,24,542,429,41.67,791.7,20.8,95.0,7.91,11,0.65,86.67,75.22,0.49,1.07,13.1,1,35.77,33.92,20,1009,3,350,75,10000,broken clouds,10.05,9.07,0,0,tomtom,openweathermap+waqi,openweathermap
2026-08-12T09:01:24+00:00,20260812T090124Z,school192,School 192,2812775,43.17203,76.85234,38,38,994,994,0.0,0.0,0.0,0.0,9.77,13.47,0.18,79.63,70.48,0.05,0.43,13.43,1,33.38,31.8,25,1010,0.94,53,100,10000,overcast clouds,10.75,13.87,0,0,tomtom,openweathermap+waqi,openweathermap
